Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: Regional, State and Local Organizations") And Edition (28)  LIMITS: Database ..."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL,SIC Code,SIC Description,SIC Code - Industries Served,SIC Description - Industries Served,Year Founded,Number of Employees,Budget,Number of Members,Library Maintained,Awards Bestowed,Award Type,Publications Issued,Publication Type,Publication Frequency,Advertising Accepted,Conventions/Meetings Held,Conventions/Meeting Type,Exhibits,Subject Descriptor,Section Number,Section Heading,Officer 1,Officer 2,Officer 3,Officer 4,Officer 5
"UFOINH688402401","Fort Worth Bird Club (FWBC)","PO Box 1712","","","","","Keller, TX 76244 USA","Keller","TX","76244","United States","682","(682)231-3099","","","fwbc@fortworthbirdclub.com","http://www.fwbc.org","8699","Membership Organizations Nec","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Bird","4; 13","South Central and Great Plains States; Hobby and Avocational Organizations","","","","",""
"GTUIRL181112464","Fort Worth Chapter of the American Guild of Organist","c/o Will Hayes, Treasurer","1802 Artesia Ct.","","","","Mansfield, TX 76063 USA","Mansfield","TX","76063","United States","817","(817)453-4256","","","","http://www.fortworthago.org","8699","Membership Organizations Nec","7929","Entertainers and Entertainment Groups","1930","","","150","None Reported","None Reported","","Yes","Newsletter","monthly","Yes","None Reported","","","Music","4; 06","South Central and Great Plains States; Cultural Organizations","Dale Bench","","","",""
"UJFAYR131315250","Fort Worth Convention and Visitors Bureau","111 W 4th St., Ste. 200","","","","","Fort Worth, TX 76102 USA","Fort Worth","TX","76102","United States","817","(817)336-8791; (817)698-7822","800-433-5747","","info@fortworth.com","http://www.fortworth.com","8641","Civic and Social Associations","","","1965","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Travel","4; 16","South Central and Great Plains States; Chambers of Commerce and Trade and Tourism Organizations","Robert Jameson, President","","","",""
"ESXAFV752012744","Fort Worth District Dental Society (FWDDS)","4528 W Vickery, Ste. 101","","","","","Fort Worth, TX 76107 USA","Fort Worth","TX","76107","United States","817","(817)263-7177","","","","http://fwdds.org","8621","Professional Organizations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Dentistry","4; 08","South Central and Great Plains States; Health and Medical Organizations","Joe Laborde, Secretary","","","",""
"QTDYGX395132145","Fort Worth Dressage Club (FWDC)","c/o Donna Claunch","1308 Marydale Dr.","","","","Arlington, TX 76013 USA","Arlington","TX","76013","United States","","","","","","http://www.fortworthdressageclub.com","8699","Membership Organizations Nec","","","1985","","","","None Reported","None Reported","","None Reported","Newsletter","annual","No","None Reported","","","Horseback Riding","4; 14","South Central and Great Plains States; Athletic and Sports Organizations","Barbara Harty","","","",""
"AGZNTA447294542","Fort Worth Food Not Bombs","1919 Hemphill St.","","","","","Fort Worth, TX 76110 USA","Fort Worth","TX","76110","United States","817","(817)920-SAFE","","","resist@activistnucleus.org","http://www.foodnotbombs.net/texas.html","8641","Civic and Social Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Food","4; 09","South Central and Great Plains States; Public Affairs Organizations","","","","",""
"BSZECU312949366","Fort Worth Gem and Mineral Club","657 Deer Valley Rd.","","","","","Weatherford, TX 76085 USA","Weatherford","TX","76085","United States","","","","","","http://www.fortworthgemandmineralclub.org","8621","Professional Organizations","","","1950","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Mineralogy","4; 04","South Central and Great Plains States; Engineering, Technological, and Natural and Social Sciences Organizations","Mary Hilliard","","","",""
"QGLYCS331595614","Fort Worth Hispanic Chamber of Commerce (FWHCC)","1327 N Main St.","","","","","Fort Worth, TX 76164 USA","Fort Worth","TX","76164","United States","817","(817)625-5411","","(817)625-1405","","http://www.fwhcc.org","2741","Miscellaneous Publishing","","","1973","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Chambers of Commerce; Business; Economic Development; Hispanic","4","South Central and Great Plains States","John Hernandez, President","","","",""
"FCHJSN537337110","Fort Worth Project Management Institute (FWPMI)","PO Box 155335","","","","","Fort Worth, TX 76155 USA","Fort Worth","TX","76155","United States","","","","","president@fwpmi.org","http://ww.usps.com","8621","Professional Organizations","8741","Management Services","","13","","1275","None Reported","None Reported","","None Reported","","","","None Reported","","","Management","4; 01","South Central and Great Plains States; Trade, Business, and Commercial Organizations","Nikki Choyce","","","",""
"TAKZUG441515528","Forum Music Teachers Association (FMTA)","c/o Kris Walters, President","4407 Crimson Ct.","","","","Sugar Land, TX 77479 USA","Sugar Land","TX","77479","United States","","","","","","http://www.forummusic.org","8621","Professional Organizations","","","","","","","None Reported","Yes","Prize; Scholarship","None Reported","","","","None Reported","","","Music","4; 05","South Central and Great Plains States; Educational Organizations","Chien-Jung Chen","","","",""
"GEVBWM035999046","Fourth District Dental Society of Texas","2228 Chadbourne Dr.","","","","","Plano, TX 75023 USA","Plano","TX","75023","United States","972","(972)855-9965","","(972)618-6311","","http://ntds4.com","8621","Professional Organizations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Dentistry","4; 08","South Central and Great Plains States; Health and Medical Organizations","","","","",""
"OSRWSA507908135","Fraternal Order of Eagles - Broncho Aerie No. 2914","1344 E 7th St.","","","","","Odessa, TX 79761-4711 USA","Odessa","TX","79761-4711","United States","432","(432)210-4838","","","","http://www.foe.com/Home/AerieLocator.aspx","8641","Civic and Social Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Eagles","4; 10","South Central and Great Plains States; Fraternal, Nationality, and Ethnic Organizations","","","","",""
"ZNAETD363360568","Fraternal Order of Eagles - Citrus Aerie No. 3109","305 S Cage Blvd.","","","","","Pharr, TX 78577-4825 USA","Pharr","TX","78577-4825","United States","","","","","","http://www.foe.com/Home/AerieLocator.aspx","8641","Civic and Social Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Eagles","4; 10","South Central and Great Plains States; Fraternal, Nationality, and Ethnic Organizations","","","","",""
"BBZWYA384247798","Fraternal Order of Eagles - South Plains Aerie No. 4271","507 County Road 7300","","","","","Lubbock, TX 79404-8043 USA","Lubbock","TX","79404-8043","United States","806","(806)745-3214","","","","http://www.foe.com","8641","Civic and Social Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Eagles","4; 10","South Central and Great Plains States; Fraternal, Nationality, and Ethnic Organizations","","","","",""
"EMVJMY538531231","Fraternal Order of Eagles - Texoma Aerie No. 4128","5396 Seymour Hwy.","","","","","Wichita Falls, TX 76310 USA","Wichita Falls","TX","76310","United States","940","(940)692-8007","","","","http://www.foe.com","8641","Civic and Social Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Eagles","4; 10","South Central and Great Plains States; Fraternal, Nationality, and Ethnic Organizations","(940)692-8007","","","",""
"AKMNTL489063396","Fraternal Order of Police - Austin Lodge No. 49","PO Box 685151","","","","","Austin, TX 78768 USA","Austin","TX","78768","United States","512","(512)994-0049","","","","http://austinfop.org","8641","Civic and Social Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Law Enforcement","4; 10","South Central and Great Plains States; Fraternal, Nationality, and Ethnic Organizations","Michael Lang","","","",""
"QGNVRH735785795","Fredericksburg Chamber of Commerce","302 E Austin St.","","","","","Fredericksburg, TX 78624 USA","Fredericksburg","TX","78624","United States","830","(830)997-6523","","(830)997-8588","info@fbgtxchamber.org","http://www.fredericksburg-texas.com","8611","Business Associations","","","1922","","","700","None Reported","None Reported","","None Reported","","","","None Reported","","","Chambers of Commerce","4; 16","South Central and Great Plains States; Chambers of Commerce and Trade and Tourism Organizations","Penny C. Reeh","","","",""
"GMKSYH734911141","Fredericksburg Rockhounds","110 N Milam St.","","","","","Fredericksburg, TX 78624 USA","Fredericksburg","TX","78624","United States","830","(830)685-3342","","","","http://www.fredericksburgrockhounds.org","8621","Professional Organizations","","","1968","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Mineralogy","4; 04","South Central and Great Plains States; Engineering, Technological, and Natural and Social Sciences Organizations","Jim Gedeon","","","",""
"DVPEZU885431864","Freeport Host Lions Club","1224 N Gulf Blvd.","","","","","Freeport, TX 77541 USA","Freeport","TX","77541","United States","979","(979)285-0842","","","","http://www.e-clubhouse.org/sites/freeporthost","8641","Civic and Social Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Service Clubs","4; 07","South Central and Great Plains States; Social Welfare Organizations","Ron Martin","","","",""
"SSCEEA388299623","Free Trade Alliance San Antonio","203 S St. Marys St., Ste. 130","","","","","San Antonio, TX 78205 USA","San Antonio","TX","78205","United States","210","(210)229-9036","","(210)229-9724","marketing@freetradealliance.org","http://www.freetradealliance.org","8699","Membership Organizations Nec","","","1994","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Trade","4; 01","South Central and Great Plains States; Trade, Business, and Commercial Organizations","Jose E. Martinez, President","","","",""
"SSPFMY004268190","French - American Chamber of Commerce - Dallas/Fort Worth","6060 N Central Expy., Ste. 500","","","","","Dallas, TX 75206 USA","Dallas","TX","75206","United States","972","(972)241-0111","","","info@faccdallas.com","http://www.faccdallas.com","8611","Business Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Business and Commerce","4; 16","South Central and Great Plains States; Chambers of Commerce and Trade and Tourism Organizations","L. Scott Brown","","","",""
"YGSBGV481154035","French - American Chamber of Commerce - Houston Chapter","777 Post Oak Blvd., No. 600","","","","","Houston, TX 77056 USA","Houston","TX","77056","United States","713","(713)985-3280","","(713)572-2911","info@facchouston.com","http://www.facchouston.com","8611","Business Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Business and Commerce","4; 16","South Central and Great Plains States; Chambers of Commerce and Trade and Tourism Organizations","Geoffroy Petit","","","",""
"ZQXIVK667402449","Friendship Force of Dallas","PO Box 551151","","","","","Dallas, TX 75355 USA","Dallas","TX","75355","United States","214","(214)699-7574","","","friendshipforcedallas@yahoo.com","http://www.friendshipforcedallas.org","8699","Membership Organizations Nec","","","1994","5","","","None Reported","None Reported","","None Reported","","","","None Reported","","","International Relations","4; 09","South Central and Great Plains States; Public Affairs Organizations","Paula Rose","","","",""
